Dataset,Classifier,acc_fold1,acc_fold2,acc_fold3,acc_fold4,acc_fold5,acc_mean,acc_stddev,train_time,test_time
yeast_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.5892255892255892,0.5454545454545454,0.5252525252525253,0.5488215488215489,0.5844594594594594,0.5586427336427336,0.024442194593850497,0.010557889938354492,0.023035526275634766
yeast_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.5858585858585859,0.5387205387205387,0.5117845117845118,0.5420875420875421,0.5777027027027027,0.5512307762307762,0.027188087989706417,0.1620328426361084,0.00661921501159668
yeast_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.367003367003367,0.5488215488215489,0.4511784511784512,0.5218855218855218,0.3547297297297297,0.4487237237237237,0.07860195493231044,0.040853261947631836,0.006116390228271484
yeast_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.6296296296296297,0.6127946127946128,0.5454545454545454,0.5824915824915825,0.6621621621621622,0.6065065065065065,0.03993952837440948,12.453464269638062,0.00995779037475586
ozone-level-8hr_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.905,0.905,0.9025,0.9,0.9,0.9025000000000001,0.0022360679774997916,0.2527172565460205,0.009575366973876953
ozone-level-8hr_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.9375,0.9375,0.9375,0.9375,0.935,0.937,0.0009999999999999788,0.07380819320678711,0.0371706485748291
ozone-level-8hr_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.94,0.935,0.9425,0.935,0.9325,0.9369999999999999,0.003674234614174749,0.012453556060791016,0.05779910087585449
ozone-level-8hr_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.9325,0.95,0.9175,0.9375,0.9475,0.9369999999999999,0.011661903789690599,1.41267991065979,0.010029077529907227
ozone-level-8hr_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.9375,0.9375,0.9375,0.0625,0.065,0.588,0.42804906260848186,0.020849943161010742,0.0074574947357177734
ozone-level-8hr_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.695,0.9375,0.7025,0.765,0.935,0.807,0.10829819943101548,0.6654317378997803,0.010567665100097656
diggle_table_a2,DecisionTree,1.0,1.0,0.9838709677419355,1.0,1.0,0.9967741935483871,0.0064516129032258,0.010008096694946289,0.006568193435668945
diggle_table_a2,SVM,0.532258064516129,0.532258064516129,0.6129032258064516,0.6612903225806451,0.5645161290322581,0.5806451612903225,0.04997397866074087,0.0157163143157959,0.011121273040771484
diggle_table_a2,KNN,1.0,0.9838709677419355,0.967741935483871,0.9838709677419355,0.967741935483871,0.9806451612903226,0.012069862537980446,0.007161140441894531,0.012429475784301758
diggle_table_a2,LogisticRegression,1.0,1.0,0.9838709677419355,1.0,1.0,0.9967741935483871,0.0064516129032258,1.234295129776001,0.007696628570556641
diggle_table_a2,Perceptron,0.12903225806451613,0.22580645161290322,0.25806451612903225,0.14516129032258066,0.3548387096774194,0.2225806451612903,0.0818617905835453,0.02642655372619629,0.006932735443115234
diggle_table_a2,MLP,0.9838709677419355,0.9354838709677419,0.9354838709677419,0.9193548387096774,0.7903225806451613,0.9129032258064516,0.06499819896648351,0.6461989879608154,0.008670330047607422
bank-marketing_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.75,0.6825,0.705,0.74,0.705,0.7165000000000001,0.024879710609249466,0.029291629791259766,0.006289958953857422
bank-marketing_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.735,0.7325,0.69,0.73,0.7175,0.7209999999999999,0.01662828914831591,0.195878267288208,0.11785459518432617
bank-marketing_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.7425,0.7075,0.705,0.755,0.7275,0.7275,0.01942935922772546,0.011261701583862305,0.015888452529907227
bank-marketing_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.74,0.725,0.7575,0.735,0.7325,0.7379999999999999,0.010885770528538605,0.23146271705627441,0.0071086883544921875
bank-marketing_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.585,0.7275,0.555,0.6525,0.5975,0.6235,0.06083995397762888,0.011303424835205078,0.006243467330932617
bank-marketing_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.735,0.685,0.655,0.5475,0.7175,0.6679999999999999,0.06620800555824047,0.7142131328582764,0.008142948150634766
FOREX_cadchf-day-High,DecisionTree,0.6049046321525886,0.5546448087431693,0.6092896174863388,0.6502732240437158,0.6338797814207651,0.6105984127693155,0.03249938664732888,0.09977912902832031,0.00687098503112793
FOREX_cadchf-day-High,SVM,0.5231607629427792,0.5191256830601093,0.5163934426229508,0.5245901639344263,0.5191256830601093,0.520479147124075,0.0029815510671298163,0.25485897064208984,0.14044427871704102
FOREX_cadchf-day-High,KNN,0.47956403269754766,0.5081967213114754,0.4781420765027322,0.4808743169398907,0.45081967213114754,0.47951936391655875,0.018164789838305852,0.011588811874389648,0.016428470611572266
FOREX_cadchf-day-High,LogisticRegression,0.5177111716621253,0.5245901639344263,0.5327868852459017,0.5300546448087432,0.5300546448087432,0.5270395020919879,0.005370876843523496,0.0478053092956543,0.006909847259521484
FOREX_cadchf-day-High,Perceptron,0.5231607629427792,0.5136612021857924,0.48633879781420764,0.5245901639344263,0.5191256830601093,0.5133753219874629,0.014040295964900253,0.012017488479614258,0.00635075569152832
FOREX_cadchf-day-High,MLP,0.48501362397820164,0.5191256830601093,0.5218579234972678,0.5245901639344263,0.48360655737704916,0.5068387903694107,0.018480951778331676,0.526298999786377,0.009722709655761719
FOREX_eurusd-day-Close,DecisionTree,0.5081521739130435,0.5407608695652174,0.5095367847411444,0.47411444141689374,0.47956403269754766,0.5024256604667693,0.023988032223032328,0.13486361503601074,0.007704496383666992
FOREX_eurusd-day-Close,SVM,0.4592391304347826,0.4782608695652174,0.4822888283378747,0.48501362397820164,0.5013623978201635,0.481232970027248,0.013514173341456584,0.25189852714538574,0.41578054428100586
FOREX_eurusd-day-Close,KNN,0.5271739130434783,0.5054347826086957,0.4659400544959128,0.5095367847411444,0.5286103542234333,0.5073391778225329,0.02266372995018758,0.013574361801147461,0.017711877822875977
FOREX_eurusd-day-Close,LogisticRegression,0.5353260869565217,0.532608695652174,0.5395095367847411,0.4604904632152589,0.5095367847411444,0.515494313469968,0.029406965023124128,1.113354206085205,0.009293317794799805
FOREX_eurusd-day-Close,Perceptron,0.4945652173913043,0.483695652173913,0.4986376021798365,0.4877384196185286,0.5040871934604905,0.4937448169648146,0.007329934210817958,0.014968633651733398,0.007421255111694336
FOREX_eurusd-day-Close,MLP,0.4701086956521739,0.47282608695652173,0.48501362397820164,0.4877384196185286,0.5013623978201635,0.48340984480511784,0.011247571527186799,1.0388269424438477,0.008797168731689453
thyroid-new,DecisionTree,0.9302325581395349,0.9302325581395349,0.9534883720930233,0.9302325581395349,0.9534883720930233,0.9395348837209303,0.011392975547828754,0.00845956802368164,0.005760908126831055
thyroid-new,SVM,0.813953488372093,0.7906976744186046,0.8837209302325582,0.813953488372093,0.8604651162790697,0.8325581395348838,0.03417892664348622,0.009978055953979492,0.0073010921478271484
thyroid-new,KNN,0.9302325581395349,0.9302325581395349,0.9302325581395349,0.8837209302325582,0.9767441860465116,0.930232558139535,0.029416536373659322,0.007874011993408203,0.012389898300170898
thyroid-new,LogisticRegression,0.9767441860465116,0.9534883720930233,0.9534883720930233,0.9767441860465116,1.0,0.9720930232558139,0.017403057612902034,0.5843896865844727,0.008402824401855469
thyroid-new,Perceptron,0.9767441860465116,0.9069767441860465,0.8837209302325582,0.4883720930232558,0.9302325581395349,0.8372093023255813,0.17711100246195136,0.01477503776550293,0.006417274475097656
thyroid-new,MLP,0.813953488372093,0.8604651162790697,0.8837209302325582,0.8837209302325582,0.9534883720930233,0.8790697674418604,0.045094696348058884,0.061347246170043945,0.0077474117279052734
KnuggetChase3,DecisionTree,0.717948717948718,0.7948717948717948,0.6923076923076923,0.7948717948717948,0.868421052631579,0.7736842105263158,0.06261226647091539,0.0166165828704834,0.006795167922973633
KnuggetChase3,SVM,0.7948717948717948,0.8205128205128205,0.8205128205128205,0.8205128205128205,0.8157894736842105,0.8144399460188934,0.00995362424539044,0.011925458908081055,0.00822591781616211
KnuggetChase3,KNN,0.7692307692307693,0.8205128205128205,0.7435897435897436,0.7948717948717948,0.7894736842105263,0.7835357624831308,0.025812340547379693,0.00675201416015625,0.022725820541381836
KnuggetChase3,LogisticRegression,0.8205128205128205,0.8717948717948718,0.7692307692307693,0.7692307692307693,0.8157894736842105,0.8093117408906882,0.03816945226969183,0.9739997386932373,0.0083465576171875
KnuggetChase3,Perceptron,0.7948717948717948,0.1794871794871795,0.8205128205128205,0.8205128205128205,0.8157894736842105,0.6862348178137652,0.25355107359634016,0.009541988372802734,0.0070645809173583984
KnuggetChase3,MLP,0.4358974358974359,0.1794871794871795,0.1794871794871795,0.1794871794871795,0.18421052631578946,0.23171390013495277,0.10210815623595801,0.06116485595703125,0.0076751708984375
ecoli,DecisionTree,0.7647058823529411,0.8507462686567164,0.7761194029850746,0.7910447761194029,0.7611940298507462,0.7887620719929762,0.03269796832029318,0.01385045051574707,0.008855581283569336
ecoli,SVM,0.8235294117647058,0.8805970149253731,0.9104477611940298,0.8656716417910447,0.8955223880597015,0.875153643546971,0.029816641158524042,0.01848602294921875,0.011052370071411133
ecoli,KNN,0.8529411764705882,0.8955223880597015,0.8805970149253731,0.8208955223880597,0.8955223880597015,0.8690956979806849,0.02868186075172613,0.00887155532836914,0.012311458587646484
ecoli,LogisticRegression,0.7352941176470589,0.835820895522388,0.7761194029850746,0.8059701492537313,0.8208955223880597,0.7948200175592626,0.03571659314222943,0.07384610176086426,0.0068356990814208984
ecoli,Perceptron,0.7205882352941176,0.7910447761194029,0.7761194029850746,0.835820895522388,0.8507462686567164,0.7948639157155399,0.04622365379751668,0.025711536407470703,0.00635075569152832
ecoli,MLP,0.8235294117647058,0.8955223880597015,0.8805970149253731,0.8656716417910447,0.9104477611940298,0.875153643546971,0.029816641158524042,3.4879579544067383,0.008490562438964844
mw1,DecisionTree,0.8765432098765432,0.8395061728395061,0.8888888888888888,0.9125,0.9125,0.8859876543209877,0.027070100703183133,0.021673202514648438,0.006528377532958984
mw1,SVM,0.9259259259259259,0.9259259259259259,0.9135802469135802,0.925,0.925,0.9230864197530864,0.00477108984171351,0.014038324356079102,0.009048938751220703
mw1,KNN,0.9259259259259259,0.9135802469135802,0.9135802469135802,0.925,0.9,0.9156172839506173,0.009449889497905987,0.007753610610961914,0.028690576553344727
mw1,LogisticRegression,0.9506172839506173,0.9135802469135802,0.9259259259259259,0.8875,0.925,0.9205246913580247,0.020462753476387086,0.9979565143585205,0.008453845977783203
mw1,Perceptron,0.8641975308641975,0.9259259259259259,0.9135802469135802,0.925,0.15,0.7557407407407408,0.3037135901231354,0.009653568267822266,0.007382869720458984
mw1,MLP,0.9135802469135802,0.5308641975308642,0.9135802469135802,0.875,0.8625,0.8191049382716049,0.14556186438541943,0.2050004005432129,0.00963139533996582
eye_movements_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.525,0.56,0.5125,0.555,0.5175,0.534,0.01965960325133754,0.08933305740356445,0.007433652877807617
eye_movements_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.5025,0.52,0.5225,0.5025,0.4575,0.501,0.02332380757938119,0.3895456790924072,0.18403410911560059
eye_movements_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.505,0.5275,0.51,0.515,0.5375,0.519,0.011895377253370304,0.00822591781616211,0.05459952354431152
eye_movements_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.5325,0.5775,0.56,0.605,0.54,0.563,0.026239283526803846,1.1519396305084229,0.008687734603881836
eye_movements_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.5,0.495,0.4825,0.485,0.5025,0.493,0.007968688725254608,0.01709747314453125,0.007048845291137695
eye_movements_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.505,0.56,0.5325,0.5425,0.515,0.5309999999999999,0.01953202498462462,0.6835901737213135,0.009290218353271484
FOREX_usdchf-day-Close,DecisionTree,0.44141689373297005,0.5231607629427792,0.5040871934604905,0.5313351498637602,0.5231607629427792,0.5046321525885558,0.03285158991411776,0.10770606994628906,0.008008241653442383
FOREX_usdchf-day-Close,SVM,0.5422343324250681,0.5258855585831063,0.47411444141689374,0.5122615803814714,0.5040871934604905,0.511716621253406,0.02282331508596395,0.26579713821411133,0.15111160278320312
FOREX_usdchf-day-Close,KNN,0.5286103542234333,0.4986376021798365,0.5122615803814714,0.4659400544959128,0.5231607629427792,0.5057220708446867,0.022376528793076632,0.013965845108032227,0.01815032958984375
FOREX_usdchf-day-Close,LogisticRegression,0.5395095367847411,0.5231607629427792,0.5286103542234333,0.5149863760217984,0.5149863760217984,0.5242506811989102,0.009216095109148618,1.1570549011230469,0.008971929550170898
FOREX_usdchf-day-Close,Perceptron,0.5286103542234333,0.5204359673024523,0.5177111716621253,0.49591280653950953,0.48501362397820164,0.5095367847411444,0.016348773841961865,0.017428874969482422,0.0073184967041015625
FOREX_usdchf-day-Close,MLP,0.5177111716621253,0.48501362397820164,0.5395095367847411,0.5395095367847411,0.45776566757493187,0.5079019073569483,0.032036923066373985,0.9963445663452148,0.00894474983215332
qsar-biodeg_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.8056872037914692,0.7914691943127962,0.8009478672985783,0.8388625592417062,0.8483412322274881,0.8170616113744076,0.022350381274979327,0.05774521827697754,0.007674455642700195
qsar-biodeg_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.8293838862559242,0.8056872037914692,0.8104265402843602,0.7819905213270142,0.8293838862559242,0.8113744075829384,0.017580319422740687,0.09366202354431152,0.04669833183288574
qsar-biodeg_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.8436018957345972,0.8293838862559242,0.8246445497630331,0.7582938388625592,0.8009478672985783,0.8113744075829384,0.029884137953430253,0.008817672729492188,0.03597712516784668
qsar-biodeg_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.8767772511848341,0.8388625592417062,0.8815165876777251,0.8720379146919431,0.8815165876777251,0.8701421800947866,0.016029890545296452,0.5901517868041992,0.00925445556640625
qsar-biodeg_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.7914691943127962,0.6872037914691943,0.5165876777251185,0.6919431279620853,0.7914691943127962,0.6957345971563982,0.10050969586207818,0.013604402542114258,0.007724285125732422
qsar-biodeg_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.8720379146919431,0.8815165876777251,0.8625592417061612,0.8483412322274881,0.8862559241706162,0.8701421800947868,0.013604455065788945,4.49460768699646,0.00964212417602539
bank-marketing_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.685,0.6475,0.69,0.72,0.7,0.6885,0.023748684174075836,0.030146360397338867,0.0060329437255859375
bank-marketing_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.7025,0.695,0.6675,0.7375,0.755,0.7115,0.031168894751017417,0.20717382431030273,0.13127994537353516
bank-marketing_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.71,0.71,0.705,0.6875,0.7375,0.71,0.016046806535881232,0.01207590103149414,0.015805721282958984
bank-marketing_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.69,0.7375,0.73,0.72,0.72,0.7194999999999998,0.01615549442140354,0.24006128311157227,0.007971763610839844
bank-marketing_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.58,0.5025,0.625,0.585,0.5325,0.5650000000000001,0.04286607049870563,0.011165857315063477,0.006574153900146484
bank-marketing_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.68,0.7125,0.745,0.615,0.7275,0.6960000000000001,0.04578755289377234,0.8543543815612793,0.00820302963256836
kdd_ipums_la_97-small_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.8275,0.8425,0.8275,0.8075,0.825,0.826,0.011135528725660055,0.03859424591064453,0.007801532745361328
kdd_ipums_la_97-small_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.6775,0.7075,0.705,0.69,0.71,0.698,0.012389511693363869,0.26211094856262207,0.1347978115081787
kdd_ipums_la_97-small_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.84,0.845,0.8875,0.8575,0.8475,0.8554999999999999,0.01698528775146302,0.00871896743774414,0.05849289894104004
kdd_ipums_la_97-small_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.8475,0.8575,0.8875,0.86,0.8475,0.86,0.01466287829861515,1.2216804027557373,0.008908271789550781
kdd_ipums_la_97-small_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.68,0.66,0.705,0.685,0.71,0.688,0.018055470085267755,0.014307498931884766,0.007204771041870117
kdd_ipums_la_97-small_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.7925,0.7875,0.765,0.85,0.8325,0.8055,0.03112073263919087,0.6147642135620117,0.009707927703857422
algerian_forest_fires,DecisionTree,0.9387755102040817,0.9591836734693877,0.9795918367346939,1.0,0.9791666666666666,0.9713435374149662,0.0207796406534279,0.008362293243408203,0.0061037540435791016
algerian_forest_fires,SVM,0.5510204081632653,0.5714285714285714,0.5714285714285714,0.5625,0.5625,0.5637755102040816,0.0075244291855880805,0.012310028076171875,0.008089780807495117
algerian_forest_fires,KNN,0.8367346938775511,0.8979591836734694,0.8979591836734694,0.875,0.9583333333333334,0.8931972789115645,0.03951511490067316,0.007806062698364258,0.010582685470581055
algerian_forest_fires,LogisticRegression,0.9183673469387755,1.0,0.9591836734693877,1.0,0.9791666666666666,0.9713435374149659,0.030521880989245433,0.7788496017456055,0.007866621017456055
algerian_forest_fires,Perceptron,0.5510204081632653,0.5918367346938775,0.5918367346938775,0.625,0.5625,0.5844387755102041,0.025895056204999035,0.009088754653930664,0.006186008453369141
algerian_forest_fires,MLP,0.4489795918367347,0.42857142857142855,0.42857142857142855,0.4375,0.4375,0.4362244897959183,0.007524429185588084,0.036164283752441406,0.006482601165771484
FOREX_usddkk-day-High,DecisionTree,0.6049046321525886,0.5722070844686649,0.5628415300546448,0.5737704918032787,0.5901639344262295,0.5807775345810813,0.01492965412372141,0.1103980541229248,0.007536888122558594
FOREX_usddkk-day-High,SVM,0.5040871934604905,0.5040871934604905,0.5163934426229508,0.5382513661202186,0.5136612021857924,0.5152960795699886,0.012506801877106191,0.2508888244628906,0.14812469482421875
FOREX_usddkk-day-High,KNN,0.4904632152588556,0.5122615803814714,0.47540983606557374,0.5136612021857924,0.5081967213114754,0.4999985110406337,0.014830963915445685,0.011476278305053711,0.01719975471496582
FOREX_usddkk-day-High,LogisticRegression,0.6485013623978202,0.6566757493188011,0.6721311475409836,0.644808743169399,0.6475409836065574,0.6539315972067122,0.009922780469568673,0.08884024620056152,0.0075376033782958984
FOREX_usddkk-day-High,Perceptron,0.5149863760217984,0.5122615803814714,0.4808743169398907,0.48633879781420764,0.48633879781420764,0.49615997379431515,0.014423990129324382,0.013039588928222656,0.006239414215087891
FOREX_usddkk-day-High,MLP,0.5068119891008175,0.5095367847411444,0.5191256830601093,0.48633879781420764,0.48633879781420764,0.5016304105060972,0.013138576098303552,0.4434692859649658,0.008458852767944336
mfeat-morphological,DecisionTree,0.6625,0.625,0.645,0.67,0.6625,0.653,0.016232683080747927,0.030790328979492188,0.0073473453521728516
mfeat-morphological,SVM,0.455,0.4625,0.4775,0.4875,0.465,0.46950000000000003,0.011554220008291328,0.17334413528442383,0.17862772941589355
mfeat-morphological,KNN,0.47,0.45,0.495,0.455,0.51,0.476,0.023108440016582684,0.010658025741577148,0.01421356201171875
mfeat-morphological,LogisticRegression,0.6825,0.6,0.715,0.685,0.68,0.6725000000000001,0.038405728739343045,2.3285701274871826,0.00788736343383789
mfeat-morphological,Perceptron,0.135,0.1975,0.1,0.19,0.1,0.14450000000000002,0.04226109321823088,0.052782535552978516,0.006145954132080078
mfeat-morphological,MLP,0.3725,0.3075,0.4725,0.215,0.2275,0.319,0.09565040512198576,0.6417205333709717,0.00881814956665039
covertype_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.6675,0.6925,0.685,0.6825,0.7025,0.686,0.011575836902790236,0.055025577545166016,0.006411314010620117
covertype_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.6525,0.6325,0.65,0.6425,0.6225,0.64,0.011180339887498935,0.2644693851470947,0.155303955078125
covertype_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.7025,0.6725,0.7075,0.715,0.69,0.6975,0.014916433890176304,0.012376546859741211,0.0364537239074707
covertype_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.6275,0.61,0.6275,0.63,0.5825,0.6154999999999999,0.01798610574860493,0.04676103591918945,0.00640869140625
covertype_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.61,0.5,0.5075,0.5375,0.5725,0.5455,0.041152156687104514,0.012277603149414062,0.00622248649597168
covertype_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.7225,0.6725,0.7475,0.7,0.705,0.7095,0.024869660230891807,5.234919548034668,0.009558916091918945
robot-failures-lp4,DecisionTree,0.7916666666666666,0.875,0.782608695652174,0.8695652173913043,0.8260869565217391,0.8289855072463768,0.03825167324701204,0.017026424407958984,0.0074520111083984375
robot-failures-lp4,SVM,0.7916666666666666,0.7916666666666666,0.6956521739130435,0.7391304347826086,0.8260869565217391,0.768840579710145,0.045953114376035095,0.011132478713989258,0.009183406829833984
robot-failures-lp4,KNN,0.7916666666666666,0.75,0.6956521739130435,0.782608695652174,0.8695652173913043,0.7778985507246376,0.05684596712305851,0.008257865905761719,0.023607730865478516
robot-failures-lp4,LogisticRegression,0.9166666666666666,0.7916666666666666,0.8260869565217391,0.782608695652174,0.6956521739130435,0.8025362318840579,0.07144207271806514,0.7650644779205322,0.008574485778808594
robot-failures-lp4,Perceptron,0.375,0.5,0.6086956521739131,0.5217391304347826,0.6956521739130435,0.5402173913043479,0.10780066320189076,0.01811051368713379,0.0076982975006103516
robot-failures-lp4,MLP,0.7916666666666666,0.6666666666666666,0.8260869565217391,0.782608695652174,0.9130434782608695,0.7960144927536231,0.07940984274882947,0.24649381637573242,0.009139299392700195
FOREX_eurpln-day-Close,DecisionTree,0.5313351498637602,0.4359673024523161,0.5327868852459017,0.5737704918032787,0.5027322404371585,0.5153184139604831,0.045680059946821096,0.10052967071533203,0.006955146789550781
FOREX_eurpln-day-Close,SVM,0.5313351498637602,0.5340599455040872,0.5327868852459017,0.5,0.5027322404371585,0.5201828442101816,0.015412206101644128,0.25007176399230957,0.15323495864868164
FOREX_eurpln-day-Close,KNN,0.49318801089918257,0.49318801089918257,0.4918032786885246,0.5437158469945356,0.4890710382513661,0.5021932371465583,0.02081566078088725,0.014558792114257812,0.018215656280517578
FOREX_eurpln-day-Close,LogisticRegression,0.5422343324250681,0.5231607629427792,0.5792349726775956,0.546448087431694,0.5109289617486339,0.5404014234451542,0.023297350148436306,0.6466801166534424,0.00934600830078125
FOREX_eurpln-day-Close,Perceptron,0.5095367847411444,0.5095367847411444,0.5109289617486339,0.5245901639344263,0.4918032786885246,0.5092791947707747,0.010418136646359002,0.014266729354858398,0.007669687271118164
FOREX_eurpln-day-Close,MLP,0.5231607629427792,0.48501362397820164,0.453551912568306,0.5601092896174863,0.5163934426229508,0.5076458063459448,0.036077741388210585,0.9575531482696533,0.009347200393676758
pc4_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,DecisionTree,0.8698630136986302,0.9006849315068494,0.8561643835616438,0.8556701030927835,0.8625429553264605,0.8689850774372735,0.016666200470707604,0.051283836364746094,0.007635593414306641
pc4_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,SVM,0.8767123287671232,0.8767123287671232,0.8732876712328768,0.8762886597938144,0.8797250859106529,0.8765452148943181,0.002041805328589633,0.08550143241882324,0.038969993591308594
pc4_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,KNN,0.8698630136986302,0.8595890410958904,0.8767123287671232,0.8625429553264605,0.8694158075601375,0.8676246292896483,0.0060199510635842515,0.00919961929321289,0.0519404411315918
pc4_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,LogisticRegression,0.9075342465753424,0.9075342465753424,0.8972602739726028,0.9106529209621993,0.9209621993127147,0.9087887774796404,0.007585793547691549,1.1885395050048828,0.009694576263427734
pc4_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,Perceptron,0.21232876712328766,0.8767123287671232,0.1815068493150685,0.21649484536082475,0.1958762886597938,0.33658381584521957,0.27035049923791504,0.014911174774169922,0.00816035270690918
pc4_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,MLP,0.6301369863013698,0.702054794520548,0.8116438356164384,0.7560137457044673,0.8797250859106529,0.7559148896106953,0.08620403784891062,0.5403001308441162,0.00950169563293457
robot-failures-lp5,DecisionTree,0.3939393939393939,0.6666666666666666,0.6666666666666666,0.6060606060606061,0.53125,0.5729166666666666,0.10241642542341808,0.024968624114990234,0.007114887237548828
robot-failures-lp5,SVM,0.48484848484848486,0.48484848484848486,0.42424242424242425,0.45454545454545453,0.34375,0.4384469696969697,0.05241115837775105,0.015317678451538086,0.009818553924560547
robot-failures-lp5,KNN,0.6363636363636364,0.5757575757575758,0.6363636363636364,0.5757575757575758,0.46875,0.5785984848484849,0.06124778626459938,0.00837564468383789,0.023920774459838867
robot-failures-lp5,LogisticRegression,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.696969696969697,0.40625,0.584280303030303,0.10131779209698874,1.1978566646575928,0.010361194610595703
robot-failures-lp5,Perceptron,0.3333333333333333,0.45454545454545453,0.45454545454545453,0.2727272727272727,0.28125,0.359280303030303,0.08050378707676206,0.025438308715820312,0.009250879287719727
robot-failures-lp5,MLP,0.45454545454545453,0.7575757575757576,0.6363636363636364,0.5757575757575758,0.40625,0.5660984848484849,0.1262455165175039,0.5781784057617188,0.011270523071289062
jEdit_4.0_4.2,DecisionTree,0.6909090909090909,0.6727272727272727,0.7090909090909091,0.6363636363636364,0.7407407407407407,0.6899663299663299,0.03497173993478684,0.009203195571899414,0.006766557693481445
jEdit_4.0_4.2,SVM,0.6545454545454545,0.7272727272727273,0.7636363636363637,0.6909090909090909,0.7777777777777778,0.7228282828282828,0.0455760441283348,0.013173341751098633,0.009128093719482422
jEdit_4.0_4.2,KNN,0.7090909090909091,0.7090909090909091,0.7636363636363637,0.7454545454545455,0.6851851851851852,0.7224915824915825,0.02818195897611146,0.006747007369995117,0.011824369430541992
jEdit_4.0_4.2,LogisticRegression,0.6363636363636364,0.7454545454545455,0.7818181818181819,0.7272727272727273,0.5185185185185185,0.6818855218855219,0.09470857990929678,0.2369520664215088,0.007686614990234375
jEdit_4.0_4.2,Perceptron,0.6181818181818182,0.4727272727272727,0.6181818181818182,0.5454545454545454,0.48148148148148145,0.5472053872053871,0.06315852163399743,0.009661436080932617,0.007208824157714844
